pais,plan,rowid,correo,nombre,antiguedad,costo_plan,usuario_id,_airbyte_ab_id,_airbyte_emitted_at
IS,['standard'],7.0908850739950387e+17,krystalponce@gmail.com,Jill Randall,Aug 2020,15,ab9b4ca5-af40-4367-9a3c-35fd8db5c8df,d8a8ec5f-4707-467c-a97b-1b285fab06fd,2021-11-25 21:40:37.607 UTC
IS,['standard'],7.0908850739550618e+17,pcaballero@hotmail.com,Fabián Duran-Escolano,Nov 2016,15,4ed2a6a0-7ce9-46b4-b42a-77508b50df99,04025131-f6d0-4827-8712-8aa4251d54f8,2021-11-25 21:40:37.607 UTC
IS,['standard'],7.0908850738118656e+17,ronnie48@gmail.com,Michelle Jones,Apr 2015,15,4462b1c2-173f-4f18-90d2-dfa318cbad57,5b750c7e-a346-4012-913a-496af1ff2308,2021-11-25 21:40:37.607 UTC
IS,['standard'],7.09088507340456e+17,holmessean@gmail.com,Larry Krause,Jun 2015,15,1b984b1a-b152-413c-a1b4-4856e168329b,61b1da30-ae63-4b90-9a8d-9a4123000108,2021-11-25 21:40:37.607 UTC
IS,['premium'],7.0908850736909517e+17,sarah28@yahoo.com,Deborah Murphy,May 2017,20.78,0fb070a8-1758-47d5-9f03-043a3cc096fc,e67d6344-c38c-4811-83d6-f51fe4520105,2021-11-25 21:40:37.607 UTC
IS,['premium'],7.0908850736722739e+17,cabanillaselias@hotmail.com,Pili Gutiérrez-Pol,Oct 2018,20.78,7d1b8a20-5ab5-43fb-b63d-a0620a21cb31,fabb5cec-b16d-461e-86ad-06eb2e478758,2021-11-25 21:40:37.607 UTC
IS,['premium'],7.0908850734245478e+17,tescudero@yahoo.com,Candelario Iniesta Guerrero,Apr 2013,20.78,eeeca180-9241-4afd-a4f7-f5f6d85c749a,774ac66f-d4d3-4706-bc34-b5b4c2affdc5,2021-11-25 21:40:37.607 UTC
IS,['premium'],7.09088507346387e+17,mireiasolera@gmail.com,Seve Bautista Duque,Sep 2020,20.78,e5f0a495-65d5-4400-b2cd-654a5b2bc6c7,f0c00a8b-26e6-4725-bedb-7518ba661b36,2021-11-25 21:40:37.607 UTC
IS,['premium'],7.0908850738724864e+17,ruben69@yahoo.com,Tito Ferrando Saura,Nov 2014,20.78,86d74785-4f68-4716-a870-2f6fc112f58c,0906cce5-be68-40c7-a7b6-833bbfb82830,2021-11-25 21:40:37.607 UTC
IS,['basic'],7.0908850733036339e+17,barraganalbert@yahoo.com,Jose Manuel del Carrión,Mar 2021,9.24,eb96439e-0606-4634-a09c-deeb0769bacc,20c87b59-7103-4adc-a6e4-a9acbb0cc0ed,2021-11-25 21:40:37.607 UTC
IS,['basic'],7.0908850735657779e+17,ksalazar@gmail.com,Hannah Hinton,Jan 2019,9.24,194198e6-ebe3-44e0-bfd5-01c27449a175,29cbb277-db40-4ffa-a384-03dbf12d27a8,2021-11-25 21:40:37.607 UTC
IS,['basic'],7.0908850737912218e+17,maria-jose78@yahoo.com,Palmira Cuervo Gabaldón,Oct 2012,9.24,fb9fcdb7-eb57-4cea-86dc-ae3643019d18,85f84b02-d47c-4e2d-83fb-80b8c1d7e819,2021-11-25 21:40:37.607 UTC
IS,['basic'],7.0908850733848986e+17,sheltonwendy@hotmail.com,Reginald Hill,Feb 2017,9.24,6112b0f3-2bab-4d4b-ba29-63c4e38c2935,136bf324-89e5-4160-b911-80162ca9f056,2021-11-25 21:40:37.607 UTC
IS,['basic'],7.0908850734845133e+17,victoriano92@yahoo.com,Clemente Pazos Jaén,Nov 2019,9.24,aee27e99-efa0-4172-a8bb-e531e5e0e61d,1c955b9b-de80-4df9-9cb2-aa27a76c0011,2021-11-25 21:40:37.607 UTC
IT,['premium'],7.0908850831215821e+17,anitacolumbo@vodafone.it,Claudia Peano-Benigni,Dec 2013,19.62,c8ed3f2b-cd95-4e90-af33-7fc8177cd656,fba75202-9165-4c21-9a9f-7c561c1d2dc0,2021-11-25 21:40:37.607 UTC
IT,['basic'],7.09088508255273e+17,temistoclepisacane@gmail.com,Fredo Pisacane,Sep 2019,9.8,e7be2c4b-48b8-4473-9e49-cb1db5e04fa1,7a935a75-635a-406e-abfd-ad0cf63eefb9,2021-11-25 21:40:37.607 UTC
IT,['basic'],7.09088508261335e+17,lruggeri@alice.it,Alessia Zaccardo,Aug 2020,9.8,b12fe83e-bf02-4b73-afbe-83e0dbcaa461,cf4222db-7de4-4e87-ab0b-c0981d51e506,2021-11-25 21:40:37.607 UTC
IT,['basic'],7.0908850829380813e+17,mazzocchigirolamo@hotmail.com,Augusto Nolcini,Jul 2018,9.8,3f3cc119-c70b-4fea-8ed2-5ab6af6c0d6d,2f2ced35-ade3-4174-b036-a61f12419560,2021-11-25 21:40:37.607 UTC
IT,['standard'],7.09088508287615e+17,pugliesefulvio@outlook.com,Ottone Tremonti-Balla,Oct 2016,14.71,00e7a064-2d77-4e51-a843-28a4da89b773,1b48063a-c9d7-4877-8722-d37d08e0394d,2021-11-25 21:40:37.607 UTC
IT,['standard'],7.0908850825900851e+17,raffaello58@tele2.it,Tiziana Cutuli,Jun 2020,14.71,c2245619-a6db-46eb-b82f-9474e5a84b00,dca9a3c0-157c-44e8-b3ac-4a1d1a707bb5,2021-11-25 21:40:37.607 UTC
IT,['standard'],7.09088508250882e+17,ugaliazzo@tin.it,Aurora Sansoni-Chigi,Apr 2014,14.71,59980345-fd38-4c7b-8db5-1428d62c2271,54f18002-3b0c-4780-b89c-472091bbe13c,2021-11-25 21:40:37.607 UTC
IT,['standard'],7.0908850831409152e+17,lucreziacrispi@virgilio.it,Sig.ra Isabella Babato,Aug 2013,14.71,45ea08d6-579c-4ae5-90bc-23bcffcf3a0d,5cd4d9cd-3001-4599-ad7f-efbee04a63b1,2021-11-25 21:40:37.607 UTC
IT,['standard'],7.0908850830802944e+17,alphonstomasini@gmail.com,Rosa Lercari,Dec 2018,14.71,497c14a6-d04f-442c-a4a5-94e88487fdfb,6205cf43-ba9a-4cf3-b9fc-3bbcdc76f2a6,2021-11-25 21:40:37.607 UTC
IT,['standard'],7.0908850830177075e+17,cuzzocreamaurilio@hotmail.it,Gabriella Taccola,Feb 2016,14.71,0d6392c7-3386-447e-8452-18f5f02b420a,8b4f5c57-17e3-4e83-af37-61aae930d11e,2021-11-25 21:40:37.607 UTC
IT,['standard'],7.0908850829790413e+17,santorioninetta@tim.it,Paloma Trentini,Feb 2012,14.71,c04544fb-3d5f-4680-8fd2-1bd513cac136,69e676e9-ba0b-469d-9c14-d49d041c03e1,2021-11-25 21:40:37.607 UTC
IT,['standard'],7.090885082692649e+17,angelicamanzoni@libero.it,Bianca Gregorio,Feb 2020,14.71,0db7d50d-1fc5-4d9b-b721-e6eb5c083a56,3da251c7-2b49-40b3-99ed-8b606de7d427,2021-11-25 21:40:37.607 UTC
IT,['standard'],7.0908850825327411e+17,luciocheda@vodafone.it,Gianpaolo Calvo,Apr 2014,14.71,7b920756-6605-4e91-a625-39d109b7c4bc,80a2fa73-3440-49a9-81db-488a322f2786,2021-11-25 21:40:37.607 UTC
IT,['standard'],7.0908850831609037e+17,galassobembo@live.com,Raffaellino Bottigliero,May 2015,14.71,ff474a62-9077-4f52-9ae0-16569dfc4f67,48cb45ad-41c2-43da-8498-1d6bac554fd9,2021-11-25 21:40:37.607 UTC
IT,['standard'],7.0908850826326835e+17,alessandrotamburi@libero.it,Dott. Eva Pellico,Dec 2014,14.71,c1f8a543-45d6-4e3b-8cb7-606aa17399fb,27303716-d693-48ff-a5fc-8e9eb50096bd,2021-11-25 21:40:37.607 UTC
IT,['standard'],7.09088508271231e+17,elladiomimun@tim.it,Sig. Pierangelo Grassi,May 2015,14.71,1531dab2-4e20-4af3-8644-0750b14d5900,2487766c-14b6-4a95-be38-18594e33e48c,2021-11-25 21:40:37.607 UTC
IT,['standard'],7.0908850824894874e+17,semitecolohugo@live.com,Massimiliano Majewski,Oct 2021,14.71,95cc0418-ad61-4762-b6b6-e5006f92e21b,0e3bc60a-f842-47a0-9cfc-997388642fbe,2021-11-25 21:40:37.607 UTC
IT,['standard'],7.0908850831009382e+17,ksalvini@yahoo.com,Giosuè Tafuri,Feb 2014,14.71,8b042e76-ff4d-4583-ae6c-85fee3cf6161,45c5602d-15f8-4031-b76b-ffc16a84695b,2021-11-25 21:40:37.607 UTC
JP,['standard'],7.0908850742349e+17,satoakira@gmail.com,遠藤 花子,Oct 2015,12.74,5a3d4243-6232-4bdc-8df5-890696026863,5615bff1-b7af-4c65-b2d9-5b71ddb40b90,2021-11-25 21:40:37.607 UTC
JP,['standard'],7.09088507415298e+17,naoto64@hotmail.com,中川 和也,May 2013,12.74,8b44786e-d575-49f2-93c3-793bb68bd7cb,4a69b21c-696b-43ef-913d-753f6b34e53d,2021-11-25 21:40:37.607 UTC
JP,['standard'],7.0908850742552166e+17,taro30@yahoo.com,高橋 聡太郎,Oct 2019,12.74,effdce41-06aa-4dba-8adc-23b6f4edd67a,b3718aa7-54ed-4445-bb13-8fa9561a5c78,2021-11-25 21:40:37.607 UTC
JP,['standard'],7.090885081678807e+17,kyosuke14@gmail.com,山田 裕美子,Apr 2015,12.74,5037d0f3-c27a-4acd-89fd-56316d08d8dc,f444c0e4-7100-439d-9b81-cafca6bb959a,2021-11-25 21:40:37.607 UTC
JP,['standard'],7.0908850740540211e+17,saitonaoki@hotmail.com,田中 太一,Jul 2016,12.74,fee4dbb8-228f-4cbe-bc09-5af7a4d99c6a,7661cc03-216b-4b3e-bd6b-6d2e5a644aa4,2021-11-25 21:40:37.607 UTC
JP,['standard'],7.0908850817223885e+17,dsato@hotmail.com,佐藤 桃子,Feb 2018,12.74,c52a5c18-debd-4877-aa4d-8f15526e5f0d,5ed318ec-e660-4500-bc91-ae1c32bb6f97,2021-11-25 21:40:37.607 UTC
JP,['standard'],7.0908850816575078e+17,takuma35@gmail.com,山口 くみ子,Dec 2015,12.74,408b995e-ac19-4d27-bf97-3df6b882558d,f9e08a6f-de5e-4c3c-a7b9-8bf526224802,2021-11-25 21:40:37.607 UTC
JP,['standard'],7.0908850740723712e+17,uwatanabe@yahoo.com,森 和也,Jan 2017,12.74,746df000-0718-4cf7-aed3-072f2a8dd62d,762d5403-9b4b-4f68-ad9e-cbc84d477355,2021-11-25 21:40:37.607 UTC
JP,['standard'],7.0908850817417216e+17,aogawa@hotmail.com,藤井 学,Jan 2015,12.74,0ab00c0c-03ec-400e-8b27-de9d5aea4960,c8e76468-f1b0-450a-99be-b1164e22ae39,2021-11-25 21:40:37.607 UTC
JP,['standard'],7.0908850815015322e+17,sasakimanabu@gmail.com,吉田 春香,Jul 2017,12.74,482cadb1-8bcb-46c3-89f8-1feac41b9d24,3df92f4d-e00c-4c96-9d5d-b9fbe63c5409,2021-11-25 21:40:37.607 UTC
JP,['basic'],7.0908850743548314e+17,taichisasaki@gmail.com,鈴木 拓真,Oct 2018,8.49,7adc4639-a75f-40f4-bdea-ae60d7bfb390,15ded642-7e7f-40cc-96f7-ed57f652a769,2021-11-25 21:40:37.607 UTC
JP,['basic'],7.0908850742948659e+17,ishiishota@yahoo.com,西村 拓真,Aug 2015,8.49,e5ce9861-9900-41d4-8e8a-ff29c494d3cf,e1d73990-36d2-4fbc-8b34-12bcbbd1dd89,2021-11-25 21:40:37.607 UTC
JP,['basic'],7.09088508161622e+17,sotaro30@gmail.com,後藤 零,Oct 2020,8.49,c197057a-2f53-4515-b546-54d50d30ff1d,cc740955-d11d-41f1-8544-c8b1f7b64a94,2021-11-25 21:40:37.607 UTC
JP,['premium'],7.0908850743345152e+17,kobayashikenichi@hotmail.com,渡辺 陽一,Nov 2011,19.1,f39e3054-45e5-4585-95f6-21142f8bdf07,0fb69694-3833-4095-be12-dbe9187cee50,2021-11-25 21:40:37.607 UTC
JP,['premium'],7.09088507419263e+17,dyamamoto@hotmail.com,高橋 陽一,May 2014,19.1,70dad725-ea63-44b5-8b56-c44394153a0c,0c4f91d9-361b-4791-bf9f-ffd440fa4ad3,2021-11-25 21:40:37.607 UTC
JP,['premium'],7.0908850743954637e+17,nakamurashohei@hotmail.com,坂本 零,May 2020,19.1,f750aeaf-3a12-4b3c-a97c-a3af35c96b08,1811e582-ac18-48f8-ad8f-c33c6dbab8ea,2021-11-25 21:40:37.607 UTC
JP,['premium'],7.0908850742752051e+17,ryosukeabe@gmail.com,木村 稔,Apr 2012,19.1,16cc015d-d01d-45dc-9282-5d1da49ac121,b232ddd0-48e2-4938-ad07-ea5ee687e3a8,2021-11-25 21:40:37.607 UTC
KR,['basic'],7.0908850955747328e+17,sunjagim@live.com,강미영,Jun 2018,8.68,11fd5b63-4a12-476e-895c-4fc11fc4e4f4,d6a72118-b77b-48e2-9e5e-1c9b0beb298e,2021-11-25 21:40:37.607 UTC
KR,['basic'],7.0908850952024883e+17,ti@dreamwiz.com,김영길,Apr 2014,8.68,174d98a1-8283-4e2e-b45e-1e3c7d7d27e1,ffaa62ea-caf1-4914-89a1-5a6a84216935,2021-11-25 21:40:37.607 UTC
KR,['basic'],7.0908850956324045e+17,ibag@naver.com,강영순,Jul 2013,8.68,2ed5b8b9-272a-483c-bd8a-883e68517e01,76a2732c-9ce0-48ec-9732-8b7776ef13d2,2021-11-25 21:40:37.607 UTC
KR,['basic'],7.0908850954187571e+17,igim@gmail.com,양예원,Jul 2014,8.68,e37df4fe-4dbd-4add-81a2-305cf9ba32e9,e411456a-175b-4187-ad9d-db9f9af944d0,2021-11-25 21:40:37.607 UTC
KR,['basic'],7.0908850957287424e+17,seojun16@naver.com,이서준,Apr 2018,8.68,e258d112-e1b6-4984-a6b9-d133042f24b4,d5fd65d7-a19c-45dd-9fbf-a56b867d5183,2021-11-25 21:40:37.607 UTC
KR,['standard'],7.0908850954584064e+17,hanjihyeon@dreamwiz.com,류정순,Aug 2015,10.97,6fc2296b-533d-4cac-b8cc-4852a3cd7286,6091e00e-96d1-4f9f-9694-04bae7fe1df1,2021-11-25 21:40:37.607 UTC
KR,['standard'],7.0908850956913869e+17,zgang@daum.net,이정웅,Mar 2017,10.97,b9debcb6-ecbe-49a2-85ba-d8806fa34a5f,ef6d493f-6ff0-4d6d-8081-4fdc8f674e9e,2021-11-25 21:40:37.607 UTC
KR,['standard'],7.0908850952414822e+17,eunju40@daum.net,안영호,Oct 2015,10.97,4c83d131-1978-41c9-bedb-bc67454a1326,9e020d87-38e2-4687-a942-b15f3834946d,2021-11-25 21:40:37.607 UTC
KR,['standard'],7.0908850956710707e+17,zgim@dreamwiz.com,김현정,Feb 2016,10.97,b45e84f9-8c61-4712-8403-a30c5f108226,3738bbae-9b45-479a-bcbc-b0b4ee30db7d,2021-11-25 21:40:37.607 UTC
KR,['standard'],7.090885095497728e+17,xi@hanmail.net,이예원,May 2021,10.97,c64473a7-96f3-4002-9914-18695f8cccba,94a269d2-2301-402c-8725-a38c0363c567,2021-11-25 21:40:37.607 UTC
KR,['standard'],7.0908850953601024e+17,jiyeongim@nate.com,김지연,May 2014,10.97,d1097105-db92-49f8-913a-cbcc5ddf7b38,afe9127a-9138-4c43-878c-8a3d4b063355,2021-11-25 21:40:37.607 UTC
KR,['premium'],7.0908850957480755e+17,gimjiweon@naver.com,김상호,Dec 2019,13.26,e715d183-2ad6-4674-af8a-23a0f78bbe8e,e5143032-f3fc-4617-9bbe-e4c9a1bdff9f,2021-11-25 21:40:37.607 UTC
KR,['premium'],7.0908850958460518e+17,hongsubin@gmail.com,홍숙자,Dec 2016,13.26,e687a384-f72b-4d2f-a945-be0187469220,931871d6-4ee3-4c32-937e-6afccbe39090,2021-11-25 21:40:37.607 UTC
KR,['premium'],7.0908850954374349e+17,lgim@gmail.com,이민재,Feb 2016,13.26,2aca92db-1c3e-4a94-8fdd-a05a3d827d5f,04766841-c73b-4bf1-803e-7e83fabd07cd,2021-11-25 21:40:37.607 UTC
KR,['premium'],7.09088509580673e+17,mijeong25@live.com,조서연,Dec 2017,13.26,e10efeef-e644-40e0-8a1f-2dc43d7583d9,fefddc05-5e02-4095-b114-a817cfe4512a,2021-11-25 21:40:37.607 UTC
KR,['premium'],7.0908850952214938e+17,jihyei@live.com,이은지,Jan 2014,13.26,7a1b0b4b-5563-4f96-9635-99f4c5608c40,190c9c11-a2ed-4e56-9290-04a0bd127d09,2021-11-25 21:40:37.607 UTC
LT,['standard'],7.0908850963546112e+17,justinas65@hotmail.com,Simona Kalvėnas,Jan 2015,12.26,030fb2c5-a7da-457b-a77b-f68372c27130,7058d43b-8920-4c0f-90c0-c2bb8d6b935d,2021-11-25 21:40:37.607 UTC
LT,['standard'],7.0908850965223834e+17,zukauskaslaurita@hotmail.com,Aistis Naujokas,Nov 2014,12.26,dc58bb81-301f-4066-8821-dbcffc610d65,0c613b34-7c75-4b31-b716-2b6cfe9e9052,2021-11-25 21:40:37.607 UTC
LT,['standard'],7.0908850959060173e+17,smilte79@hotmail.com,"Narušis, Eleonora",May 2017,12.26,38cd7374-2446-4c2f-878f-aa9da38a62bd,0b8b3724-19d1-4313-8f19-d34dfb6b45ac,2021-11-25 21:40:37.607 UTC
LT,['standard'],7.09088509586473e+17,galdikasdominyka@gmail.com,"Pocius, Aurimas",Jul 2012,12.26,42ecff35-9aac-4895-9dab-8eeeb37f93d6,212f47fb-c58b-4aea-9a64-dbe14a7be8e5,2021-11-25 21:40:37.607 UTC
LT,['standard'],7.0908850960207053e+17,aposka@yahoo.com,"Paulauskas, Evaldas",Mar 2015,12.26,7d997a98-9f70-4cca-a05d-a1d852681f7a,0bb15806-6820-49c0-a12c-13690e805185,2021-11-25 21:40:37.607 UTC
LT,['standard'],7.0908850962369741e+17,brigitabutkus@gmail.com,Leila Gintalas,Dec 2017,12.26,7b353e46-9040-4a1e-822a-2481557454f4,bdc380e1-87b3-4a7d-b0dc-88f802ad60b6,2021-11-25 21:40:37.607 UTC
LT,['standard'],7.09088509617963e+17,vytekazlauskas@gmail.com,Rasa Vsiliauskas,Jan 2017,12.26,cff78af2-f5a3-4703-ba56-79b770abb894,c6d9b6dd-7e67-498f-8253-da8ef3faf215,2021-11-25 21:40:37.607 UTC
LT,['standard'],7.0908850960013722e+17,dominyka94@gmail.com,Ugnė Urbonas,Nov 2013,12.26,f83706a2-3063-472a-9e2f-7da32fc640ce,ccab3b42-6dfd-4be1-a6bd-1899338f4eca,2021-11-25 21:40:37.607 UTC
LT,['standard'],7.0908850964263731e+17,zemynagintalas@hotmail.com,"Nausėda, Agnė",Nov 2013,12.26,cf521358-18f0-4a1e-bab7-07d60650ebe2,d41fb1ac-fdd0-4a45-a511-a09fb7b26add,2021-11-25 21:40:37.607 UTC
LT,['basic'],7.0908850962753126e+17,kajus94@hotmail.com,Meda Ginzburgas,Jul 2019,9.8,a00ffa2e-f4d9-405c-94b9-68930409ab7f,01ff1545-8afd-469e-8272-c5898389656b,2021-11-25 21:40:37.607 UTC
LT,['basic'],7.0908850961606246e+17,lkiska@yahoo.com,Rita Gaičiūnas,Dec 2018,9.8,ec49afa4-1599-4b46-8ec2-af61054b77f9,ad59c3a6-1599-471a-9917-f8e8c7a1c5e8,2021-11-25 21:40:37.607 UTC
LT,['basic'],7.09088509639e+17,emagaiciunas@yahoo.com,Jonas Jankauskas,Aug 2016,9.8,fe0d0076-66e0-4bea-a0d8-d5ab09307e54,c2737c51-9c3a-44fc-b8cb-0ecd8a072a4e,2021-11-25 21:40:37.607 UTC
LT,['basic'],7.0908850960832922e+17,liepa86@hotmail.com,Aurelija Žukauskas,Aug 2018,9.8,f9ba7c48-4975-4972-8fef-590d5d831861,d00fecef-8d3a-465f-bd95-f1bdbe6a9315,2021-11-25 21:40:37.607 UTC
LT,['basic'],7.0908850960633037e+17,radvilegagys@hotmail.com,"Kalvelis, Vigilija",Jan 2020,9.8,1d7304db-2656-4d58-9a7e-96ad7651c036,2c3b3add-d68a-472a-b0b4-fd98b925bbd2,2021-11-25 21:40:37.607 UTC
LT,['premium'],7.0908850958850458e+17,nagysmarkas@gmail.com,"Kaupas, Ineta",Feb 2015,14.71,ca5297f9-880e-43bc-b285-d29d8a3ec96a,0e420613-0023-4b49-8c1c-79dbe323716c,2021-11-25 21:40:37.607 UTC
LT,['premium'],7.0908850964473446e+17,narusiskristupas@gmail.com,Jorūnė Jankauskas,May 2020,14.71,b0a76bc2-3e04-44b4-9ffa-c319f82a778a,1f03665d-0b1f-43ba-a2ed-b640806f34ee,2021-11-25 21:40:37.607 UTC
LT,['premium'],7.0908850961222861e+17,gabrieliusgronskis@yahoo.com,Greta Grinius,Sep 2014,14.71,7afb1a5f-4ecd-4491-b5b7-e954a6b8aa32,626bd7a5-4cf6-4c43-9ec0-6afac6ffb822,2021-11-25 21:40:37.607 UTC
LT,['premium'],7.09088509592535e+17,gerda56@gmail.com,"Galdikas, Goda",Dec 2013,14.71,b05d8e88-586c-4ae4-9530-342d71fd3c14,bc432c29-ad59-4ef2-a101-5747f9c450ad,2021-11-25 21:40:37.607 UTC
LT,['premium'],7.0908850962546688e+17,gerdakairys@hotmail.com,Arminas Kazlauskas,Jul 2018,14.71,06b6c164-cac1-4a63-a92b-60298687fc31,30e6b6ec-f399-4829-b11a-01af2931be2a,2021-11-25 21:40:37.607 UTC
MX,['basic'],7.0908850706520474e+17,carranzacatalina@hotmail.com,Lorena Olivas,Jul 2016,7,41704336-5d2d-403a-8bbf-f285a9ad79e8,e945bec6-ebbc-4c6f-b82a-6245eacdd9b6,2021-11-25 21:40:37.607 UTC
MX,['basic'],7.0908850707926221e+17,augustogarrido@hotmail.com,Salma Maldonado,Jan 2013,7,4479c42d-3bef-410c-a5b5-a9855464bc24,dff0491e-30ed-4fec-98bc-63ae2351e47f,2021-11-25 21:40:37.607 UTC
MX,['basic'],7.0908850707542835e+17,daguirre@yahoo.com,Victor Mesa Checa,Jun 2017,7,c8f60182-08d9-43ae-ac22-2ed59df9fec9,2df148e4-6bb0-4aee-9f86-c8e099026064,2021-11-25 21:40:37.607 UTC
MX,['basic'],7.09088507047379e+17,vibanez@hotmail.com,Alfonso Cuervo Valdés,May 2013,7,c84eb52a-3db5-46b7-8850-d6670e882ca2,c8ee165c-68d5-4be9-8287-adfcab82c5c7,2021-11-25 21:40:37.607 UTC
MX,['basic'],7.0908850708329267e+17,garaypatricio@gmail.com,Adriana Marroquín,Aug 2021,7,250748be-d172-48c9-ba6a-41545c76b4d2,335519fc-2d3b-4a0a-9efa-c888193c598a,2021-11-25 21:40:37.607 UTC
MX,['standard'],7.0908850704544563e+17,primitivatellez@yahoo.com,Galo Ferreras-Peláez,Nov 2016,9.87,e0e254c4-9375-4819-8670-1a5fcabd3c36,21c74c2f-0e8e-47ae-8f16-bb21a269df1e,2021-11-25 21:40:37.607 UTC
MX,['standard'],7.0908850707136512e+17,asamaniego@yahoo.com,Dr. Itzel González,Nov 2012,9.87,0c2f64f2-08df-4c89-8191-1e771f5fbfef,9b41d7e8-fd94-4633-aaf7-86a1d3722ab6,2021-11-25 21:40:37.607 UTC
MX,['standard'],7.0908850706733466e+17,galindoemilio@gmail.com,Tecla Batalla,Apr 2019,9.87,1831f2c8-8207-4d37-9762-255891cb1c0f,7471a234-2eb0-4801-9ae2-2f08cedfaa22,2021-11-25 21:40:37.607 UTC
MX,['standard'],7.09088507062911e+17,fluis@hotmail.com,Guadalupe Escobar Rius,Nov 2017,9.87,a6841270-afde-4c13-88eb-20a5eb99d6d5,528185fa-4f39-456f-a3a5-db18527a4325,2021-11-25 21:40:37.607 UTC
MX,['standard'],7.0908850708122829e+17,tormoroxana@gmail.com,Elena Fuster-Bayón,May 2016,9.87,87ff48ce-4565-4bba-a938-18b4288e0fd9,939c285d-d4f6-4515-9de2-87a1d2e6a3ef,2021-11-25 21:40:37.607 UTC
MX,['standard'],7.0908850710790144e+17,camaravicente@yahoo.com,Íñigo Vilanova Neira,Jan 2013,9.87,d13cd5ab-4077-4cc8-b2f1-e1d388fe8f47,57e3907d-18b4-4c7a-b4fc-d6a2dc20bb25,2021-11-25 21:40:37.607 UTC
MX,['standard'],7.0908850711750246e+17,maria-carmen50@hotmail.com,Jimena Asenjo-Vendrell,Jan 2021,9.87,9ad912a6-8f96-4dd9-89f3-a3a38979c9c4,5bb71a0c-0618-4ea1-8d54-02d1d8f8dbe8,2021-11-25 21:40:37.607 UTC
MX,['premium'],7.09088507069399e+17,romoperla@hotmail.com,Lic. Luis Arteaga,Jun 2017,13.4,354a5944-6b42-4ce5-9ebd-af82b5e70668,843eaca9-758a-4742-849c-d6c0bdcf6074,2021-11-25 21:40:37.607 UTC
MX,['premium'],7.090885070773289e+17,baezraquel@hotmail.com,Mariano Cisneros Cardenas,Jun 2016,13.4,5ea3cee6-35b2-4d56-9968-9cdf5b1618a9,a9d1cdc8-0585-4574-8c35-e27e6133b798,2021-11-25 21:40:37.607 UTC
MX,['premium'],7.0908850711933747e+17,alemanyflorinda@gmail.com,Nayara Barba Arnau,May 2021,13.4,a03a930e-b9fe-44b4-9c0f-5564c9c3b7cf,5ddcb611-cefe-49fe-b21c-bdecbb6d488a,2021-11-25 21:40:37.607 UTC
MX,['premium'],7.0908850710590259e+17,humbertoduenas@hotmail.com,Mauro Adela Malave Valenzuela,Sep 2014,13.4,75fe40cf-9950-40ce-9870-f677528d4856,b1f44960-6021-47d6-ae25-0512f2fcee86,2021-11-25 21:40:37.607 UTC
MX,['premium'],7.090885070896169e+17,miriamvalentin@yahoo.com,Arturo Perla Bañuelos Menchaca,Oct 2017,13.4,c0417998-796a-41cb-aca8-3ecc7198eb6c,5d58152b-edb5-41d1-b877-2fb7389bc602,2021-11-25 21:40:37.607 UTC
MX,['premium'],7.09088507093418e+17,eugenia88@gmail.com,Jerónimo Olivia Escobar,May 2014,13.4,98eee621-6f62-4caa-99b2-db22e6dd59a6,4750dba3-959c-46d9-9ff3-e60613ff4e8e,2021-11-25 21:40:37.607 UTC
MX,['premium'],7.0908850711373414e+17,julioprieto@hotmail.com,Leonel Raquel Nájera Montez,Aug 2021,13.4,e7dbf258-7ea5-4ed4-85a8-f90f2b0292bd,7ece1592-b766-482b-a87e-83d535afdda9,2021-11-25 21:40:37.607 UTC
NL,['premium'],7.09088507127464e+17,samvan-wassenaar@gmail.com,Fien Groen,Jun 2013,17.16,bdc52fb1-d04a-4254-b1b9-554f57972471,10bee5c9-c20f-4a50-bb01-5be4d39432e0,2021-11-25 21:40:37.607 UTC
NL,['premium'],7.0908850712939725e+17,smol@yahoo.com,Rosalie Janssen,May 2016,17.16,fa737eb7-857c-4544-9c4c-2ab011dca971,bd4adc6d-a0d6-4e56-9c8f-2b7d9a5c42cd,2021-11-25 21:40:37.607 UTC
NL,['premium'],7.0908850718765875e+17,kluitgardis-van-neustrie@hotmail.com,Aya van Rijnsbergen,Jan 2021,17.16,9dfbf115-c9dd-4f6a-af3c-7869d119feac,d1ea3421-1a59-4e73-acc9-8ac72b036b92,2021-11-25 21:40:37.607 UTC
NL,['premium'],7.090885071389655e+17,jolykan@gmail.com,Nisa van Es,Feb 2019,17.16,4f23039a-cc27-4b2d-9cdc-20aebd1f93da,f3ad60e1-0fb8-494c-b431-8f8592ec297d,2021-11-25 21:40:37.607 UTC
NL,['premium'],7.0908850716259123e+17,floris29@yahoo.com,Stella van der Maes,Oct 2015,17.16,744fde73-7f2d-48a0-9d00-26e4a9a7599b,76d279af-03e1-4df7-ae4a-a815b4296830,2021-11-25 21:40:37.607 UTC
NL,['premium'],7.0908850715072922e+17,epersijn@yahoo.com,Kaylee van Beeck,Jun 2019,17.16,4cfefe33-606f-4ddb-98a5-9d1e0d37611a,f28200fc-f172-47c1-8b37-8e0d74c2688c,2021-11-25 21:40:37.607 UTC
